Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-BonsaiForest,0.0031,3.27,"5,957"
Main-StoryDrivenInvulnerability,0.0031,3.13,"4,563"
Main-MultiStageBattle,0.0031,3.50,317
Main-RoyalRapier,0.0031,2.97,"27,819"
Main-StoppedClock,0.0031,3.27,"39,792"
Main-WeakTurretGun,0.0031,3.18,"6,533"
Main-CriticalStatusBuff,0.0031,3.20,"3,090"
Main-MortalWoundReveal,0.0031,3.05,"24,046"
Main-TurbineBlender,0.0031,3.10,"9,389"
Main-PointThatSomewhereElse,0.0031,3.32,"4,386"
Main-ThrowingYourShieldAlwaysWorks,0.0031,2.99,"19,341"
Main-PuzzleReset,0.0031,3.25,"6,523"
Main-DisposablePilot,0.0031,3.16,"8,000"
Main-DeadHatShot,0.0031,3.03,"24,821"
Main-CompetitiveMultiplayer,0.0031,3.25,"50,656"
Main-SpringsSpringsEverywhere,0.0031,3.32,"5,694"
Main-ParachuteInATree,0.0031,3.14,"18,528"
Main-AmmunitionBackpack,0.0031,3.04,"12,942"
Main-ShieldBash,0.0031,3.04,"12,102"
Main-Kevlard,0.0031,3.28,"5,158"
Main-MeaninglessLives,0.0031,3.14,"8,183"
Main-JustHitHim,0.0031,3.06,"3,697"
Main-StatGrinding,0.0031,3.13,"9,882"
Main-PlotPoweredStamina,0.0031,3.08,"7,855"
Main-WhenYouSnatchThePebble,0.0031,3.21,"4,595"
Main-RaginCajun,0.0031,3.16,"8,445"
Main-LevelScaling,0.0031,3.28,"2,405"
Main-TaughtByTelevision,0.0031,3.11,"11,381"
Main-OilSlick,0.0031,3.17,"25,223"
Main-ShootTheRope,0.0030,3.07,"16,045"
Main-PsychoElectricEel,0.0030,3.13,"10,864"
Main-BadassTransplant,0.0030,3.04,"16,304"
Main-ChickenWalker,0.0030,3.02,"27,159"
Main-ScreenShake,0.0030,3.02,"14,459"
Main-ThrowDownTheBomblet,0.0030,3.07,"68,704"
Main-CutTheJuice,0.0030,3.08,"10,691"
Main-ConvenientColorChange,0.0030,3.21,"4,677"
Main-WalletOfHolding,0.0030,3.18,"6,714"
Main-Wackyland,0.0030,3.17,"18,751"
Main-HomingBoulders,0.0030,3.20,"6,824"
Main-StairwayToHeaven,0.0030,3.07,"28,477"
Main-ThatsGottaHurt,0.0030,3.21,"9,804"
ShoutOut-VideoGames,0.0030,2.65,"211,048"
Main-OrganDrops,0.0030,3.04,"13,662"
Main-HumanPincushion,0.0030,3.15,"4,709"
Main-ImpaledPalm,0.0030,3.00,"37,067"
Main-WeaponForIntimidation,0.0030,3.21,"8,861"
Main-GladiatorSubquest,0.0030,3.22,"3,230"
Main-RealTimeWeaponChange,0.0030,3.19,"11,351"
Main-BottomlessPitRescueService,0.0030,3.25,"8,402"
Main-StandardSciFiArmy,0.0030,3.02,"43,044"
Main-AirplaneArms,0.0030,3.06,"8,600"
Main-PenultimateWeapon,0.0030,3.13,"5,708"
Main-UniversalAmmunition,0.0030,3.04,"20,984"
Main-MobileFactory,0.0030,3.14,"6,947"
Main-SniperScopeSway,0.0030,3.32,"4,992"
Main-ReplacementMooks,0.0030,3.13,"1,884"
Main-BrokenFaceplate,0.0030,3.11,"5,147"
Main-CriticalEncumbranceFailure,0.0030,3.23,"7,562"
Main-MoneySink,0.0030,3.21,"9,467"
Main-DirtForcefield,0.0030,3.07,"9,176"
Main-ShrinesAndTemples,0.0030,3.24,"13,019"
Main-RiddleOfTheSphinx,0.0030,3.01,"42,237"
Main-ShutUpAndSaveMe,0.0030,3.28,981
Main-CharacterSelectForcing,0.0030,3.20,"6,120"
Main-PowerEqualsRarity,0.0030,3.11,"11,266"
Main-CameraCentering,0.0030,3.37,"5,007"
Main-ThemedCursor,0.0030,3.28,"15,845"
Main-RacingMiniGame,0.0030,3.23,"4,902"
Main-RunTheGauntlet,0.0030,3.08,"24,139"
Main-DeadlyWalls,0.0030,3.23,"64,225"
Main-SwordLines,0.0030,3.15,"5,614"
Main-DeliberateInjuryGambit,0.0030,3.00,"10,796"
Main-CatapultToGlory,0.0030,3.00,"18,724"
Main-BearTrap,0.0030,3.03,"29,391"
Main-MacGuffinEscortMission,0.0030,3.25,"8,935"
Main-LifeDrain,0.0030,3.15,"5,695"
Main-MacGuffinGuardian,0.0029,3.09,"6,419"
Main-RingOfFire,0.0029,3.13,"8,266"
Main-TheParalyzer,0.0029,3.08,"10,236"
Main-PersonalRaincloud,0.0029,3.03,"30,887"
Main-CombinatorialExplosion,0.0029,3.20,"9,135"
Main-LockAndKeyPuzzle,0.0029,3.37,"6,303"
Main-HandyCuffs,0.0029,3.19,"6,977"
Main-ShoutingShooter,0.0029,3.22,"1,940"
Main-BlindWeaponmaster,0.0029,3.02,"22,523"
Main-OneTimeDungeon,0.0029,3.31,"3,600"
Main-DistributionOfNinjutsu,0.0029,3.01,"9,410"
Main-TheDoorSlamsYou,0.0029,3.03,"21,212"
Main-TheStraightAndArrowPath,0.0029,3.00,"10,502"
Main-WalkIntoMordor,0.0029,3.09,"9,587"
Main-InstantIceJustAddCold,0.0029,3.10,"11,050"
Main-ConcealmentEqualsCover,0.0029,2.95,"42,602"
Main-GiveMeYourInventoryItem,0.0029,3.12,"8,721"
Main-MonsterAllies,0.0029,3.20,"13,104"
Main-SelectiveGravity,0.0029,3.24,"21,325"
Main-LuckySeven,0.0029,3.38,"6,369"
Main-LimitedMoveArsenal,0.0029,3.27,"2,247"
Main-RequiredPartyMember,0.0029,3.14,"5,113"
Main-FightingWithChucks,0.0029,3.20,"7,627"
Main-PantsPositiveSafety,0.0029,2.95,"32,605"
Main-InformalEulogy,0.0029,2.97,"18,905"
Main-ShieldsAreUseless,0.0029,3.23,"4,802"
Main-AlmostLethalWeapons,0.0029,3.17,"4,957"
Main-MassMonsterSlaughterSidequest,0.0029,3.18,"13,281"
Main-EncounterRepellant,0.0029,3.32,"2,876"
Main-TheAllSeeingAI,0.0029,3.10,"8,324"
Main-BrickBreak,0.0029,3.03,"8,420"
Main-SchematizedProp,0.0029,3.01,"13,890"
Main-OpeningTheSandbox,0.0029,3.19,"4,811"
Main-DungeonTown,0.0029,3.14,"13,068"
Main-SwordDrag,0.0029,3.09,"6,791"
Main-SeeTheWhitesOfTheirEyes,0.0029,3.06,"4,068"
Main-BriefcaseBlaster,0.0029,3.04,"14,534"
Main-ThrowABarrelAtIt,0.0029,3.10,"17,591"
Main-LeapAndFire,0.0029,3.10,"5,317"
Main-GatelessGhetto,0.0029,3.12,"55,558"
Main-BaaBomb,0.0029,3.07,"14,254"
Main-FiveMovesOfDoom,0.0029,3.26,"3,891"
Main-BossGame,0.0029,3.19,"36,423"
Main-SliceAndDiceSwordsmanship,0.0029,3.11,"5,846"
Main-FarSideIsland,0.0028,3.08,"22,228"
Main-DefconFive,0.0028,2.92,"34,712"
Main-AnchorsAway,0.0028,3.19,"2,717"
Main-ClimbSlipHangClimb,0.0028,3.09,"6,822"
Main-ScriptedBattle,0.0028,3.20,"2,332"
Main-ThingOMeter,0.0028,3.07,"24,931"
Main-VillainForgotToLevelGrind,0.0028,3.00,"9,178"
Main-RecklessPacifist,0.0028,3.03,"5,983"
Main-StandardEstablishingSpaceshipShot,0.0028,3.18,"4,960"
Main-BridgeLogic,0.0028,3.13,"10,124"
Main-VideogameGeography,0.0028,3.10,"15,636"
Main-PowerfulPick,0.0028,3.10,"15,619"
Main-DeadHandShot,0.0028,3.17,"8,415"
Main-TenSecondFlashlight,0.0028,3.16,"8,467"
Main-NumericalHard,0.0028,3.12,"8,555"
Main-ContainmentField,0.0028,3.14,"3,774"
Main-TwoShotsFromBehindTheBar,0.0028,3.18,"6,089"
Main-AlwaysOverTheShoulder,0.0028,3.29,"30,042"
Main-RearingHorse,0.0028,3.04,"65,329"
Main-CraniumRide,0.0028,3.23,"9,980"
Main-Ridiculympics,0.0028,3.23,"8,893"
Main-Walkthrough,0.0028,3.63,565
Main-EducationThroughPyrotechnics,0.0028,3.19,"7,643"
Main-ShotInTheAss,0.0028,3.09,"25,841"
Main-NailEm,0.0028,3.15,"26,501"
Main-DamageIsFire,0.0028,3.28,"6,716"
Main-ColdIron,0.0028,3.13,"13,013"
Main-ComingInHot,0.0028,3.01,"29,957"
Main-LocomotiveLevel,0.0028,3.14,"5,503"
Main-DoABarrelRoll,0.0028,3.08,"11,286"
Main-ScissorsCutsRock,0.0028,3.21,"13,895"
Main-NewsTravelsFast,0.0028,3.06,"18,545"
Main-ChairmanOfTheBrawl,0.0028,3.20,"8,628"
Main-TelevisuallyTransmittedDisease,0.0028,3.26,"9,013"
Main-HumanHummingbird,0.0028,3.19,"65,581"
Main-RainbowMotif,0.0028,3.23,"6,982"
Main-MissingSecret,0.0027,3.08,"24,035"
Main-CaptainMorganPose,0.0027,3.09,"19,777"
Main-BigBlackout,0.0027,3.08,"12,165"
Main-OneManParty,0.0027,3.02,"8,923"
Main-RadialAssKicking,0.0027,3.19,"1,172"
Main-BandLand,0.0027,3.13,"16,151"
Main-ArmyOfTheDead,0.0027,3.23,"2,088"
Main-AlreadyDoneForYou,0.0027,3.08,"17,281"
Main-BadVibrations,0.0027,3.16,"5,530"
Main-TrickedOutGloves,0.0027,3.13,"9,193"
Main-NonLethalBottomlessPits,0.0027,3.08,"16,421"
Main-EvilElevator,0.0027,3.16,"9,172"
Main-OneBulletAtATime,0.0027,3.23,"10,850"
Main-StealthRun,0.0027,3.22,"3,224"
Main-StuckItems,0.0027,3.25,"1,885"
Main-OutsideRide,0.0027,3.13,"44,417"
Main-HotPursuit,0.0027,3.23,"9,798"
Main-GameOverMan,0.0027,3.00,"37,840"
Main-CruelPlayerCharacterGod,0.0027,3.13,"17,127"
Main-RecoveryAttack,0.0027,3.29,"29,348"
Main-StarshipLuxurious,0.0027,3.03,"48,833"
Main-CoolHouse,0.0027,2.99,"36,243"
Main-ScriptBreaking,0.0027,3.16,"5,415"
Main-SegmentedSerpent,0.0027,3.06,"37,281"
Main-DodgeByBraking,0.0027,3.17,"4,684"
Main-SinisterScrapingSound,0.0027,3.26,"5,017"
Main-BoxingLessonsForSuperman,0.0027,2.89,"15,570"
Main-KungShui,0.0027,3.08,"11,534"
Main-DangerousWorkplace,0.0027,3.20,"13,087"
Main-SwissArmyHero,0.0027,2.98,"21,980"
Main-AcidPool,0.0027,3.04,"15,444"
Main-GhostButler,0.0027,3.16,"10,870"
Main-GadgetWatches,0.0027,2.99,"13,409"
Main-SpaceBattle,0.0027,3.15,"37,776"
Main-MinmaxersDelight,0.0027,3.16,"6,923"
Main-SituationalSword,0.0027,3.05,"5,619"
Main-PortalSplat,0.0027,3.07,"15,647"
Main-SuperWheelChair,0.0027,3.11,"12,876"
Main-MyNameIsQuestionMarks,0.0027,3.17,"4,043"
Main-StalactiteSpite,0.0027,3.25,"6,283"
Main-HerdHittingAttack,0.0027,3.19,"5,136"
Main-MultiplayerOnlineBattleArena,0.0027,3.12,"90,774"
Main-HighCollarOfDoom,0.0027,2.97,"15,534"
Main-HyperspeedAmbush,0.0027,3.11,"2,846"
Main-ICanSeeMyHouseFromHere,0.0027,3.12,"3,685"
Main-DamageIncreasingDebuff,0.0027,3.18,"15,731"
Main-HiddenWeapons,0.0026,3.18,"4,096"
Main-Self-DestructiveCharge,0.0026,3.09,"6,068"
Main-DelayedExplosion,0.0026,3.03,"46,962"
Main-DiagnosisFromDrBadass,0.0026,3.06,"9,251"
Main-EnemyExchangeProgram,0.0026,3.17,"9,223"
Main-AwesomeBackpack,0.0026,3.02,"12,286"
Main-WhoForgotTheLights,0.0026,3.12,"8,525"
Main-BinocularShot,0.0026,3.10,"27,352"
Main-RideTheLightning,0.0026,3.02,"13,214"
Main-FingerLickingPoison,0.0026,3.25,"4,307"
Main-SnapToTheSide,0.0026,3.29,"1,156"
Main-NoCutsceneInventoryInertia,0.0026,3.07,"2,829"
Main-DeadFootLeadfoot,0.0026,3.19,"9,187"
Main-HarpoonGun,0.0026,3.14,"10,350"
Main-IGotYouCovered,0.0026,3.15,"2,525"
Main-BANGFlagGun,0.0026,3.07,"6,320"
Main-NecroNonSequitur,0.0026,3.05,"15,073"
Main-EnormousEngine,0.0026,3.19,"35,990"
Main-ItsGoingDown,0.0026,3.07,"7,011"
Main-NinjaProp,0.0026,3.13,"68,144"
Main-AfterBossRecovery,0.0026,3.21,"18,294"
Main-SurprisinglyEasyMiniQuest,0.0026,3.12,"2,673"
Main-GrailInTheGarbage,0.0026,3.06,"40,983"
Main-BlackoutBlink,0.0026,3.34,192
Main-CharacterClassSystem,0.0026,3.19,"17,255"
Main-DynamicLoading,0.0026,3.13,"12,054"
Main-DamageDiscrimination,0.0026,3.08,"10,439"
Main-SideView,0.0026,3.41,"26,242"
Main-AreaOfEffect,0.0025,3.41,"3,725"
Main-HorseArcher,0.0025,3.16,"9,994"
Main-Shareware,0.0025,3.26,"20,189"
Main-RampJump,0.0025,3.21,"20,163"
Main-IaijutsuPractitioner,0.0025,3.06,"8,966"
Main-PowerUpMotif,0.0025,3.35,"4,923"
Main-MirrorWorld,0.0025,3.18,"8,380"
Main-EndlessCorridor,0.0025,3.13,"11,638"
Main-NeverBringAKnifeToAGunFight,0.0025,2.99,"115,694"
Main-SpeedBlitz,0.0025,3.18,"5,332"
Main-CrossingTheDesert,0.0025,3.12,"17,383"
Main-FakeSkill,0.0025,3.18,"19,412"
Main-HotCoffeeMinigame,0.0025,3.11,"10,608"
Main-GrapplingWithGrapplingRules,0.0025,3.23,"4,814"
Main-UnfamiliarCeiling,0.0025,3.21,"15,292"
Main-ConvenientQuesting,0.0025,3.16,"4,525"
Main-ShamuFu,0.0025,3.03,"8,335"
Main-SightedGunsAreLowTech,0.0025,3.12,"7,430"
Main-LedgeBats,0.0025,3.22,"2,838"
Main-TheComputerIsALyingBastard,0.0025,3.18,"15,985"
Main-CycleOfHurting,0.0025,3.07,"10,259"
Main-HostageSpiritLink,0.0025,3.07,"24,722"
Main-ShadowOfImpendingDoom,0.0025,3.21,"6,077"
Main-TigerVersusDragon,0.0025,2.91,"33,649"
Main-AnimalBattleAura,0.0025,3.18,"2,132"
Main-AllNaturalGemPolish,0.0025,3.13,"14,969"
Main-VehicularSabotage,0.0025,3.27,"12,061"
Main-ExponentialPotential,0.0025,3.21,"2,922"
Main-HugeRiderTinyMount,0.0025,3.12,"16,538"
Main-BadWithTheBone,0.0025,2.97,"20,132"
Main-AdvantageBall,0.0025,3.18,"5,242"
Main-TechnologicalPacifist,0.0025,2.99,"7,251"
Main-GoddamnedBoss,0.0025,2.98,"17,757"
Main-ConcealingCanvas,0.0025,3.07,"10,863"
Main-InAndOutOfCharacter,0.0025,3.33,"3,227"
Main-InertiaIsACruelMistress,0.0025,3.06,"4,279"
Main-DramaticSpaceDrifting,0.0025,3.00,"8,852"
Main-RemilitarizedZone,0.0025,3.18,"3,386"
Main-FourElementEnsemble,0.0025,3.10,"13,188"
Main-FastTunnelling,0.0025,3.10,"15,313"
Main-RPGsEqualCombat,0.0024,3.21,"5,899"
Main-DiegeticInterface,0.0024,3.11,"13,189"
Main-KungFuSonicBoom,0.0024,3.07,"13,819"
Main-JobSystem,0.0024,3.27,"10,477"
Main-CallOnMe,0.0024,2.98,"11,452"
Main-TreeBuchet,0.0024,3.13,"7,516"
Main-DangerRoomColdOpen,0.0024,3.13,"6,424"
Main-CliffsOfInsanity,0.0024,3.02,"32,310"
Main-SaunaOfDeath,0.0024,3.21,"14,699"
Main-InfiniteFlashlight,0.0024,3.20,"6,036"
Main-PolishedPort,0.0024,3.07,"25,256"
Main-SongsInTheKeyOfPanic,0.0024,3.17,"11,838"
Main-WeaponTombstone,0.0024,3.18,"3,757"
Main-LowSpeedChase,0.0024,3.12,"13,644"
Main-AfterCombatRecovery,0.0024,3.18,"8,576"
Main-TheMagicTouch,0.0024,3.04,"6,207"
Main-PlanarShockwave,0.0024,3.03,"16,403"
Main-LightGun,0.0024,3.49,"3,463"
Main-StaticStunGun,0.0024,3.01,"20,152"
Main-VerticalKidnapping,0.0024,3.09,"11,910"
Main-OverclockingAttack,0.0024,3.13,"6,854"
Main-DeathThrows,0.0024,3.30,"6,641"
Main-EveryHelicopterIsAHuey,0.0024,3.12,"13,251"
Main-DefeatMeansPlayable,0.0024,3.15,"5,511"
Main-AlreadyUndoneForYou,0.0024,3.10,"11,827"
Main-WelcomeToHell,0.0024,3.14,"8,483"
Main-ColorCodedWizardry,0.0024,3.07,"20,257"
Main-VersusCharacterSplash,0.0024,3.21,"9,426"
Main-RaymanianLimbs,0.0024,3.16,"13,780"
Main-YouCallThatAWound,0.0024,3.09,"5,883"
Main-TanksButNoTanks,0.0024,3.13,"20,426"
Main-UnflinchingFaithInTheBrakes,0.0024,3.26,"1,109"
Main-ChaosEmeralds,0.0024,3.27,"4,299"
Main-BoomerangComeback,0.0024,3.13,"5,515"
Main-CowardlyBoss,0.0024,3.14,"4,992"
Main-ChekhovsGift,0.0024,3.26,"3,398"
Main-StockFemurBone,0.0024,3.28,"5,702"
Main-WindIsGreen,0.0024,3.07,"7,962"
Main-SpaceClouds,0.0024,3.10,"9,589"
Main-ThirtySecondBlackout,0.0024,3.20,"8,548"
Main-TanksForNothing,0.0023,3.15,"4,964"
Main-PressurePlate,0.0023,3.10,"20,908"
Main-RunawayTrain,0.0023,3.09,"26,612"
Main-MookMobile,0.0023,3.25,"1,466"
Main-AndYourRewardIsInteriorDecorating,0.0023,3.24,"15,795"
Main-TutorialFailure,0.0023,3.39,"7,797"
Main-CampingACrapper,0.0023,3.21,"9,648"
Main-BulletholeDoor,0.0023,3.04,"14,671"
Main-AutoRevive,0.0023,3.15,"7,426"
Main-CombatBreakdown,0.0023,3.06,"9,083"
Main-HealthDamageAsymmetry,0.0023,3.16,"3,355"
Main-LockedOutOfTheFight,0.0023,3.09,"5,817"
Main-ExperienceBooster,0.0023,3.21,"2,714"
Main-ForestRanger,0.0023,3.16,"5,361"
Main-HeroicRematch,0.0023,3.20,"2,110"
Main-DualTonfas,0.0023,3.01,"40,183"
Main-GrindBoots,0.0023,3.16,"5,327"
Main-IDontKnowMortalKombat,0.0023,3.07,"8,874"
Main-Courier,0.0023,3.19,"28,602"
Main-ShavingIsScience,0.0023,3.11,"15,937"
Main-Trainstopping,0.0023,3.09,"6,072"
Main-AbandonShip,0.0023,3.04,"12,068"
Main-AlphabetSoupCans,0.0023,3.21,"11,373"
Main-PipeMaze,0.0023,3.15,"13,080"
Main-FollowThePlottedLine,0.0023,3.20,"4,269"
Main-ScyllaAndCharybdis,0.0023,3.25,"6,583"
Main-BlackAndWhiteMagic,0.0023,3.30,"4,964"
Main-MidairBobbing,0.0023,3.13,"4,929"
Main-HotWings,0.0023,3.15,"5,111"
Main-PreExplosionGlow,0.0023,3.08,"4,010"
Main-InstantCostumeChange,0.0023,3.17,"11,394"
Main-ActionInitiative,0.0023,3.24,"4,826"
Main-HavingABlast,0.0023,3.04,"5,747"
Main-HealItWithFire,0.0023,3.14,"9,578"
Main-VideogameSetpiece,0.0023,3.29,"4,224"
Main-ExcaliburInTheRust,0.0023,3.18,"4,827"
Main-TechnoWreckage,0.0023,3.25,"1,449"
Main-InstantKnots,0.0023,3.16,"2,200"
Main-LiveItem,0.0023,3.12,"2,812"
Main-SpikedWheels,0.0023,3.10,"15,453"
Main-BossArenaRecovery,0.0023,3.11,"3,278"
Main-AttackHello,0.0023,3.14,"3,422"
Main-SpaceFillingPath,0.0023,3.11,"11,711"
Main-CoolKey,0.0023,2.93,"22,356"
Main-SpentShellsShower,0.0022,3.01,"11,906"
Main-TrickBomb,0.0022,2.96,"32,116"
Main-HackingMinigame,0.0022,3.30,"6,018"
Main-TimeLimitBoss,0.0022,3.13,"8,104"
Main-TropeOMatic,0.0022,3.17,"5,702"
Main-AccordionMan,0.0022,3.27,"2,068"
Main-CaveMouth,0.0022,3.07,"17,953"
Main-EnvironmentSpecificActionFigure,0.0022,3.02,"5,939"
Main-BatteriesNotIncluded,0.0022,3.72,"3,246"
Main-SetSwordsToStun,0.0022,3.04,"8,643"
Main-PoisonIsCorrosive,0.0022,3.18,"7,069"
Main-DrunkenBoxing,0.0022,3.22,"3,752"
Main-PlayerTic,0.0022,3.14,"7,499"
Main-VictoryByEndurance,0.0022,2.95,"11,599"
Main-VideoGameTime,0.0022,3.30,"7,817"
Main-BulletSparks,0.0022,3.39,"5,999"
Main-OxygenatedUnderwaterBubbles,0.0022,3.43,"7,553"
Main-KibblesAndBits,0.0022,3.32,831
Main-DuelingHackers,0.0022,3.28,"2,463"
Main-GolfClubbing,0.0022,3.10,"8,211"
Main-StockWeaponNames,0.0022,3.15,"1,647"
Main-CryonicsFailure,0.0022,3.06,"8,612"
Main-PitTrap,0.0022,3.06,"27,745"
Main-RedundantResearcher,0.0022,3.22,"1,161"
Main-TreehouseOfFun,0.0022,3.11,"23,783"
Main-CrowbarCombatant,0.0022,3.05,"16,640"
Main-BloodIsSquickerInWater,0.0022,3.10,"16,815"
Main-StoryOverwrite,0.0022,3.12,"2,964"
Main-FloatingWater,0.0022,2.94,"20,640"
Main-EvaFins,0.0022,3.17,"1,837"
Main-EarthquakesCauseFissures,0.0022,3.20,"7,975"
Main-LogicalWeakness,0.0022,2.93,"11,855"
Main-HoistHeroOverHead,0.0022,3.35,543
Main-GaleForceSound,0.0022,3.25,"4,518"
Main-FixedCamera,0.0022,3.46,"2,946"
Main-ShockwaveClap,0.0022,3.14,"2,940"
Main-FantasyHelmetEnforcement,0.0022,3.11,"8,103"
Main-ArmlessBiped,0.0022,3.14,"11,488"
Main-ElectricSlide,0.0022,3.21,"1,263"
Main-BlastingTime,0.0022,3.34,"6,872"
Main-BallisticBone,0.0022,3.20,"10,281"
Main-KarlMarxHatesYourGuts,0.0022,3.20,"6,689"
Main-DisadvantageousDisintegration,0.0022,3.06,"2,251"
Main-ShieldedCoreBoss,0.0022,3.25,"2,548"
Main-CCGImportanceDissonance,0.0021,2.99,"12,290"
Main-PlayerArchetypes,0.0021,3.24,"11,242"
Main-ButterflyKnife,0.0021,3.25,"5,528"
Main-RailroadTracksOfDoom,0.0021,2.99,"49,372"
Main-StrategyGame,0.0021,3.49,"5,932"
Main-VictoryQuote,0.0021,3.19,"2,578"
Main-EncounterBait,0.0021,3.24,"7,521"
Main-NaturalSpotlight,0.0021,3.15,"6,328"
Main-FreeWheel,0.0021,3.19,"15,581"
Main-OneDimensionalThinking,0.0021,3.06,"13,418"
Main-FlareGun,0.0021,3.05,"18,237"
Main-ShieldSurf,0.0021,3.12,"7,295"
Main-WeaponizedAnimal,0.0021,2.93,"36,880"
Main-BoringReturnJourney,0.0021,3.18,"3,258"
Main-EsotericMotifs,0.0021,3.18,"2,292"
Main-MachoMasochism,0.0021,3.01,"36,814"
Main-ForkFencing,0.0021,3.14,"4,004"
Main-ShootTheFuelTank,0.0021,3.02,"26,130"
Main-ReforgedBlade,0.0021,3.17,"4,853"
Main-TheJohnHenry,0.0021,3.13,"3,319"
Main-MotionBlur,0.0021,3.26,"4,385"
Main-ExcuseMeWhileIMultitask,0.0021,3.05,"7,109"
Main-NaturalWeapon,0.0021,3.07,"15,016"
Main-CharacterRosterGlobalWarming,0.0021,3.21,"1,641"
Main-ScaramangaSpecial,0.0021,3.11,"7,548"
Main-YearsTooEarly,0.0021,2.96,"18,866"
Main-LimitedSoundEffects,0.0021,3.16,"4,467"
Main-ThemeTable,0.0021,3.16,"2,135"
Main-TechnicolorNinjas,0.0021,3.06,"12,822"
Main-FacklerScaleOfFPSRealism,0.0021,3.08,"12,646"
Main-TrashcanBonfire,0.0021,3.03,"17,961"
Main-HeroTrackingFailure,0.0021,3.03,"22,894"
Main-JustifiedExtraLives,0.0021,2.96,"44,180"
Main-LawOfCartographicalElegance,0.0021,3.24,"3,171"
Main-DownInTheDumps,0.0021,3.09,"15,714"
Main-EarnYourFun,0.0021,3.23,"3,547"
Main-UnderTheTruck,0.0021,3.29,"4,819"
Main-HiddenPurposeTest,0.0021,3.24,"8,430"
Main-EasyCommunication,0.0021,3.19,"4,518"
Main-GunsInChurch,0.0021,3.02,"11,934"
Main-ReactorBoss,0.0021,3.23,"2,513"
Main-RecycledSet,0.0021,3.04,"20,414"
Main-SupportPower,0.0021,3.19,"3,226"
Main-SeaMine,0.0021,3.14,"12,986"
Main-ThrowingTheDistraction,0.0021,3.16,"12,815"
Main-SteelEarDrums,0.0021,2.90,"61,739"
Main-IWillFightSomeMoreForever,0.0021,3.02,"6,180"
Main-BehindAStick,0.0021,3.08,"30,738"
Main-HiddenSupplies,0.0021,3.02,"15,427"
Main-TryAndFollow,0.0021,3.15,"5,771"
Main-TagTeam,0.0021,3.15,"23,951"
Main-PaperPeople,0.0021,3.05,"23,677"
Main-UpUpAndAway,0.0021,3.00,"17,579"
Main-TroubleMagnetGambit,0.0021,3.19,"2,138"
Main-ElementalAbsorption,0.0020,3.01,"11,644"
Main-EyesAreUnbreakable,0.0020,3.02,"18,318"
Main-HazmatSuit,0.0020,2.95,"48,170"
Main-ManaBurn,0.0020,3.17,"3,872"
Main-SmashingWatermelons,0.0020,3.15,"14,695"
Main-DebugRoom,0.0020,3.20,"3,017"
Main-ChallengeGamer,0.0020,3.06,"31,839"
Main-WeaponizedHeadgear,0.0020,2.96,"24,049"
Main-TopDownView,0.0020,3.58,"5,686"
Main-SeparateButIdentical,0.0020,3.31,"1,700"
Main-BadassFingersnap,0.0020,3.20,"14,426"
Main-BigFancyCastle,0.0020,2.94,"36,951"
Main-ElementNumberFive,0.0020,2.97,"17,748"
Main-SpinningPiledriver,0.0020,3.17,"2,520"
Main-SpellBlade,0.0020,3.17,"2,514"
Main-DestructibleProjectiles,0.0020,3.18,"9,006"
Main-PlayerPreferredPattern,0.0020,3.13,"7,781"
Main-AngryEyebrows,0.0020,3.06,"10,245"
Main-CrowdHockey,0.0020,3.34,441
Main-SoloCharacterRun,0.0020,3.11,"4,776"
Main-ArtificialGill,0.0020,3.14,"4,463"
Main-StomachOfHolding,0.0020,3.02,"21,800"
Main-RightOnTheTick,0.0020,3.30,"20,449"
Main-EmoteAnimation,0.0020,3.37,"15,602"
Main-YourAnswerToEverything,0.0020,3.00,"11,150"
Main-MoreThanInfinite,0.0020,3.30,578
Main-DoubleUnlock,0.0020,3.15,"10,447"
Main-SockItToThem,0.0020,3.19,"4,990"
Main-HomeRunHitter,0.0020,3.12,"7,802"
Main-SickeningCrunch,0.0020,3.12,"10,249"
Main-DroughtLevelOfDoom,0.0020,3.21,"3,298"
Main-PerpetuallyStatic,0.0020,3.12,"10,743"
Main-RealRobotGenre,0.0020,3.07,"7,124"
Main-JustTrainWrong,0.0020,3.21,"15,914"
Main-DontAskJustRun,0.0020,3.11,"4,109"
Main-AllEncompassingMantle,0.0020,2.92,"25,607"
Main-MenuTimeLockout,0.0020,3.18,"24,643"
Main-TheLittleDetecto,0.0020,3.08,"37,285"
Main-MissingBackblast,0.0020,2.99,"35,934"
Main-GuyInBack,0.0020,3.15,"6,038"
Main-MinionMaracas,0.0020,3.30,"1,567"
Main-Flatline,0.0020,3.04,"19,336"
Main-SawItInAMovieOnce,0.0020,3.05,"10,519"
Main-LastDitchMove,0.0020,3.22,"4,219"
Main-BulletsDoNotWorkThatWay,0.0019,3.05,"26,356"
Main-DoNotTryThisAtHome,0.0019,0.00,0
Main-GarrisonableStructures,0.0019,3.25,"3,142"
Main-NitroExpress,0.0019,3.26,"7,300"
Main-TisOnlyABulletInTheBrain,0.0019,3.10,"10,340"
Main-StarPower,0.0019,3.09,"7,531"
Main-SwitchOutMove,0.0019,3.33,"1,970"
Main-HotSubOnSubAction,0.0019,3.04,"37,503"
Main-FantasticLightSource,0.0019,3.03,"19,113"
Main-MoleMiner,0.0019,3.17,"8,840"
