"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"688","necklace","necklace","6.9","1.165"
"689","paintings","paintings","6.9","1.594"
"690","stability","stability","6.9","1.488"
"691","voyage","voyage","6.9","1.3286"
"692","worthy","worthy","6.9","1.6812"
"693","fulfill","fulfill","6.9","1.3423"
"694","eternity","eternity","6.9","1.9596"
"695","accuracy","accuracy","6.88","1.1718"
"696","bookstores","bookstores","6.88","1.4518"
"697","breeze","breeze","6.88","1.3346"
"698","bunny","bunny","6.88","1.7916"
"699","cheese","cheese","6.88","1.4377"
"700","comics","comics","6.88","1.3498"
"701","donated","donated","6.88","1.2395"
"702","easter","easter","6.88","1.698"
"703","education","education","6.88","1.6117"
"704","email","email","6.88","1.3192"
"705","farmer","farmer","6.88","1.6243"
"706","female","female","6.88","1.272"
"707","flavor","flavor","6.88","1.2229"
"708","friday","friday","6.88","1.686"
"709","moms","moms","6.88","1.7687"
"710","photo","photo","6.88","1.3944"
"711","pillow","pillow","6.88","1.2229"
"712","pure","pure","6.88","1.3498"
"713","saved","saved","6.88","1.507"
"714","shakespeare","shakespeare","6.88","1.7802"
"715","survived","survived","6.88","1.4797"
"716","taste","taste","6.88","1.272"
"717","valued","valued","6.88","1.1183"
"718","vitamin","vitamin","6.88","1.3797"
"719","infants","infants","6.88","1.6283"
"720","silk","silk","6.88","1.4525"
"721","dreamed","dreamed","6.87","1.3922"
"722","#music","#music","6.86","1.8953"
"723","acceptance","acceptance","6.86","1.2779"
"724","banana","banana","6.86","1.2938"
"725","breakfast","breakfast","6.86","1.143"
"726","cooperative","cooperative","6.86","1.3999"
"727","dancer","dancer","6.86","1.5388"
"728","grace","grace","6.86","1.5254"
"729","greatly","greatly","6.86","1.3403"
"730","guarantee","guarantee","6.86","1.3095"
"731","improved","improved","6.86","1.3554"
"732","improvement","improvement","6.86","1.2618"
"733","independent","independent","6.86","1.8071"
"734","liking","liking","6.86","0.8809"
"735","paris","paris","6.86","1.6661"
"736","pasta","pasta","6.86","1.4144"
"737","photographs","photographs","6.86","1.4984"
"738","recipes","recipes","6.86","1.3095"
"739","relationships","relationships","6.86","1.125"
"740","relief","relief","6.86","1.6037"
"741","sailing","sailing","6.86","1.4848"
"742","science","science","6.86","1.578"
"743","seas","seas","6.86","1.6289"
"744","toast","toast","6.86","1.4144"
"745","truly","truly","6.86","0.9691"
"746","platinum","platinum","6.86","1.8484"
"747","superstar","superstar","6.86","1.9685"
"748","understands","understands","6.86","1.2076"
"749","accurately","accurately","6.84","1.4619"
"750","advantage","advantage","6.84","1.2835"
"751","belonging","belonging","6.84","1.2993"
"752","buddy","buddy","6.84","1.0568"
"753","childhood","childhood","6.84","1.8556"
"754","daylight","daylight","6.84","1.4049"
"755","discover","discover","6.84","1.4049"
"756","forgiveness","forgiveness","6.84","1.9832"
"757","great-grandmother","great-grandmother","6.84","1.8223"
"758","hopefully","hopefully","6.84","1.5167"
"759","horses","horses","6.84","1.4758"
"760","interested","interested","6.84","1.0947"
"761","kid","kid","6.84","1.4758"
"762","live","live","6.84","1.5167"
"763","lol","lol","6.84","1.7884"
"764","movie","movie","6.84","1.9832"
"765","popularity","popularity","6.84","1.5696"
"766","solution","solution","6.84","1.3756"
"767","swim","swim","6.84","1.2993"
"768","toy","toy","6.84","2.034"
"769","understanding","understanding","6.84","1.1669"
"770","universe","universe","6.84","1.2835"
"771","woman","woman","6.84","1.6458"
"772","woohoo","woohoo","6.84","2.044"
"773","rivers","rivers","6.84","1.5322"
"774","sail","sail","6.84","1.5592"
"775","cared","cared","6.83","1.2738"
"776","active","active","6.82","1.7692"
"777","artists","artists","6.82","1.4241"
"778","babe","babe","6.82","1.2728"
"779","believes","believes","6.82","1.1899"
"780","born","born","6.82","1.6499"
"781","champagne","champagne","6.82","1.746"
"782","compassion","compassion","6.82","1.9026"
"783","completed","completed","6.82","1.3656"
"784","create","create","6.82","1.1008"
"785","dedicated","dedicated","6.82","1.32"
"786","experienced","experienced","6.82","1.1726"
"787","fathers","fathers","6.82","1.826"
"788","first","first","6.82","1.4803"
"789","gains","gains","6.82","1.4803"
"790","heal","heal","6.82","1.4525"
"791","new","new","6.82","1.1373"
"792","significant","significant","6.82","1.0821"
"793","singer","singer","6.82","1.4525"
"794","surprisingly","surprisingly","6.82","1.32"
"795","young","young","6.82","1.2403"
"796","mansion","mansion","6.82","1.6288"
"797","prevail","prevail","6.82","1.7281"
"798","qualified","qualified","6.81","1.5664"
"799","air","air","6.8","1.6537"
"800","amazon","amazon","6.8","1.5386"
"801","animal","animal","6.8","1.8516"
"802","bedroom","bedroom","6.8","1.4428"
"803","camera","camera","6.8","1.2936"
"804","cream","cream","6.8","1.2936"
"805","dreamer","dreamer","6.8","1.4983"
"806","forgiven","forgiven","6.8","1.5253"
"807","highest","highest","6.8","1.7613"
"808","horse","horse","6.8","1.5119"
"809","magic","magic","6.8","1.7613"
"810","manners","manners","6.8","1.2454"
"811","naturally","naturally","6.8","1.6036"
"812","novels","novels","6.8","1.6903"
"813","performers","performers","6.8","1.2617"
"814","pies","pies","6.8","1.3702"
"815","protect","protect","6.8","1.4142"
"816","santa","santa","6.8","1.7728"
"817","shared","shared","6.8","1.3401"
"818","smooth","smooth","6.8","1.178"
"819","together","together","6.8","1.5908"
"820","uncle","uncle","6.8","1.5649"
"821","efficient","efficient","6.8","1.5135"
"822","elevated","elevated","6.8","1.1899"
"823","cafe","cafe","6.78","1.4469"
"824","coke","coke","6.78","1.6199"
"825","completion","completion","6.78","1.3445"
"826","coolest","coolest","6.78","1.8103"
"827","creation","creation","6.78","1.4039"
"828","dogs","dogs","6.78","1.8215"
"829","effectiveness","effectiveness","6.78","1.2664"
"830","esteemed","esteemed","6.78","1.4039"
"831","finished","finished","6.78","1.4184"
"832","glee","glee","6.78","1.8658"
"833","green","green","6.78","1.6938"
"834","heartbeat","heartbeat","6.78","1.7058"
"835","island","island","6.78","1.5425"
"836","jukebox","jukebox","6.78","1.5817"
"837","medal","medal","6.78","1.4327"
"838","mom's","mom's","6.78","1.6199"
"839","museums","museums","6.78","1.7177"
"840","painting","painting","6.78","1.1657"
"841","pie","pie","6.78","1.7177"
"842","pool","pool","6.78","1.4609"
"843","reading","reading","6.78","1.4609"
"844","real","real","6.78","1.2002"
"845","ruby","ruby","6.78","1.2664"
"846","share","share","6.78","1.4039"
"847","sons","sons","6.78","1.6199"
"848","traveling","traveling","6.78","1.6695"
"849","variety","variety","6.78","1.3138"
"850","wonders","wonders","6.78","1.8876"
"851","worth","worth","6.78","1.3445"
"852","guaranteed","guaranteed","6.78","1.1773"
"853","raindrops","raindrops","6.78","1.4181"
"854","visions","visions","6.78","1.3733"
"855","pearls","pearls","6.77","1.7041"
"856","america","america","6.76","1.5194"
"857","easy","easy","6.76","1.598"
"858","effective","effective","6.76","1.2867"
"859","future","future","6.76","1.4223"
"860","humans","humans","6.76","1.4507"
"861","intimate","intimate","6.76","1.3024"
"862","married","married","6.76","1.8468"
"863","muffin","muffin","6.76","1.2382"
"864","papa","papa","6.76","1.9332"
"865","plus","plus","6.76","1.4923"
"866","popcorn","popcorn","6.76","1.8245"
"867","savior","savior","6.76","1.6233"
"868","seasons","seasons","6.76","1.2216"
"869","shop","shop","6.76","1.0412"
"870","sister","sister","6.76","1.6483"
"871","style","style","6.76","1.6233"
"872","supporter","supporter","6.76","1.2216"
"873","switzerland","switzerland","6.76","1.5059"
"874","tenderly","tenderly","6.76","1.6233"
"875","top","top","6.76","1.5194"
"876","oxygen","oxygen","6.76","1.422"
"877","rhyme","rhyme","6.76","1.1995"
"878","allright","allright","6.74","1.5624"
"879","american","american","6.74","1.5228"
"880","artist","artist","6.74","1.4401"
"881","capable","capable","6.74","1.6759"
"882","complete","complete","6.74","1.2423"
"883","convenient","convenient","6.74","1.2257"
"884","courtesy","courtesy","6.74","1.0844"
"885","donate","donate","6.74","1.3372"
"886","drinks","drinks","6.74","1.4259"
"887","father's","father's","6.74","1.3822"
"888","fine","fine","6.74","1.3674"
"889","focused","focused","6.74","1.1395"
"890","guitars","guitars","6.74","1.3969"
"891","hi","hi","6.74","1.0654"
"892","integrity","integrity","6.74","1.5093"
"893","justice","justice","6.74","1.9568"
"894","lake","lake","6.74","1.6759"
"895","mankind","mankind","6.74","1.6011"
"896","mentor","mentor","6.74","1.1214"
"897","merit","merit","6.74","1.209"
"898","performance","performance","6.74","1.3372"
"899","plant","plant","6.74","1.3524"
"900","prepared","prepared","6.74","1.0654"
"901","raise","raise","6.74","1.209"
"902","romeo","romeo","6.74","1.712"
"903","shiny","shiny","6.74","1.2257"
"904","sugar","sugar","6.74","1.9358"
"905","surprising","surprising","6.74","1.2906"
"906","technology","technology","6.74","1.4957"
"907","treat","treat","6.74","1.712"
"908","university","university","6.74","1.3822"
"909","wishing","wishing","6.74","1.0461"
"910","yes","yes","6.74","1.4542"
"911","desires","desires","6.73","1.4688"
"912","wished","wished","6.73","1.4109"
"913","4-bedroom","4-bedroom","6.72","1.4988"
"914","attract","attract","6.72","1.1436"
"915","bike","bike","6.72","1.3856"
"916","car","car","6.72","2.1"
"917","civilization","civilization","6.72","1.3099"
"918","classy","classy","6.72","1.0309"
"919","confirmed","confirmed","6.72","1.2296"
"920","costumes","costumes","6.72","1.1256"
"921","creating","creating","6.72","1.1613"
"922","culture","culture","6.72","1.8075"
"923","finish","finish","6.72","1.4148"
"924","gallery","gallery","6.72","1.2784"
"925","knowing","knowing","6.72","1.3559"
"926","lifelong","lifelong","6.72","1.4434"
"927","momma","momma","6.72","1.7384"
"928","neat","neat","6.72","1.4434"
"929","niece","niece","6.72","1.3559"
"930","online","online","6.72","1.2784"
"931","orchestra","orchestra","6.72","1.3708"
"932","plays","plays","6.72","1.5784"
"933","revenue","revenue","6.72","1.5258"
"934","shower","shower","6.72","1.5124"
"935","spiritual","spiritual","6.72","1.9487"
"936","surprised","surprised","6.72","1.3559"
"937","tremendous","tremendous","6.72","1.5913"
"938","values","values","6.72","1.5654"
"939","villages","villages","6.72","1.3708"
"940","warm","warm","6.72","1.7961"
"941","doggy","doggy","6.71","2.1794"
"942","hallelujah","hallelujah","6.71","1.9896"
"943","candle","candle","6.71","1.5704"
"944","secured","secured","6.71","1.1478"
"945","valid","valid","6.71","1.4434"
"946","agree","agree","6.7","1.1824"
"947","anniversary","anniversary","6.7","1.8434"
"948","antiques","antiques","6.7","1.374"
"949","believe","believe","6.7","1.594"
"950","bucks","bucks","6.7","1.6812"
"951","cruise","cruise","6.7","1.9614"
"952","dancers","dancers","6.7","1.6067"
"953","dine","dine","6.7","1.4033"
"954","dog","dog","6.7","1.8434"
"955","florida","florida","6.7","1.6568"
"956","grandsons","grandsons","6.7","1.9086"
"957","grants","grants","6.7","1.2495"
"958","hired","hired","6.7","1.488"
"959","learn","learn","6.7","1.4178"
"960","marriage","marriage","6.7","2.27"
"961","mum","mum","6.7","1.7525"
"962","partner","partner","6.7","1.2495"
"963","productive","productive","6.7","1.1294"
"964","rockin","rockin","6.7","1.7525"
"965","teaches","teaches","6.7","1.0926"
"966","treats","treats","6.7","1.5682"
"967","tv","tv","6.7","1.5017"
"968","water","water","6.7","1.2164"
"969","grin","grin","6.69","1.7465"
"970","invention","invention","6.69","1.3103"
"971","virtues","virtues","6.69","1.4318"
"972","brains","brains","6.69","1.4754"
"973","sensation","sensation","6.68","1.4004"
"974","ability","ability","6.68","0.9988"
"975","ace","ace","6.68","1.6835"
"976","animals","animals","6.68","2.0247"
"977","bake","bake","6.68","1.4061"
"978","bridegroom","bridegroom","6.68","1.4205"
"979","desire","desire","6.68","1.3619"
"980","famous","famous","6.68","2.0045"
"981","forest","forest","6.68","1.5706"
"982","fountain","fountain","6.68","1.2848"
"983","goodmorning","goodmorning","6.68","1.9213"
"984","greater","greater","6.68","1.3161"
"985","grow","grow","6.68","1.2196"
"986","heritage","heritage","6.68","1.3468"
"987","landscape","landscape","6.68","1.1683"
"988","liberties","liberties","6.68","1.7076"
"989","living","living","6.68","1.2196"
"990","lyrics","lyrics","6.68","1.5576"
"991","mercy","mercy","6.68","1.7664"
"992","museum","museum","6.68","1.463"
"993","novel","novel","6.68","1.463"
"994","palace","palace","6.68","1.6468"
"995","pianist","pianist","6.68","1.4061"
"996","potential","potential","6.68","1.0774"
"997","power","power","6.68","1.4907"
"998","privilege","privilege","6.68","1.6468"
"999","proceed","proceed","6.68","1.2526"
"1000","promised","promised","6.68","1.0774"
"1001","river","river","6.68","1.3316"
"1002","scotland","scotland","6.68","1.4907"
"1003","shares","shares","6.68","1.2196"
"1004","skating","skating","6.68","1.2848"
"1005","thanx","thanx","6.68","1.8565"
"1006","theatre","theatre","6.68","1.5312"
"1007","tours","tours","6.68","1.5312"
"1008","well","well","6.68","1.2526"
"1009","acceptable","acceptable","6.67","1.2143"
"1010","possibilities","possibilities","6.67","1.4774"
"1011","accurate","accurate","6.67","1.0383"
"1012","candles","candles","6.67","1.4923"
"1013","approve","approve","6.66","1.5986"
"1014","assets","assets","6.66","1.6239"
"1015","aunt","aunt","6.66","1.5729"
"1016","career","career","6.66","1.423"
"1017","charms","charms","6.66","1.3793"
"1018","communicate","communicate","6.66","1.0224"
"1019","competent","competent","6.66","1.6856"
"1020","currency","currency","6.66","1.5201"
"1021","dedication","dedication","6.66","1.3644"
"1022","dvd","dvd","6.66","1.4086"
"1023","eligible","eligible","6.66","1.2715"
"1024","fan","fan","6.66","1.0422"
"1025","firefighters","firefighters","6.66","1.423"
"1026","greet","greet","6.66","1.5598"
"1027","motivation","motivation","6.66","1.4514"
"1028","nieces","nieces","6.66","1.4514"
"1029","personality","personality","6.66","1.5201"
"1030","powers","powers","6.66","1.3188"
"1031","raises","raises","6.66","1.6239"
"1032","sculpture","sculpture","6.66","1.2554"
"1033","survivors","survivors","6.66","1.3342"
"1034","tea","tea","6.66","1.6612"
"1035","television","television","6.66","1.5858"
"1036","tour","tour","6.66","1.4654"
"1037","pony","pony","6.65","1.4076"
"1038","rhythm","rhythm","6.65","1.5619"
"1039","bird","bird","6.64","1.5487"
"1040","care","care","6.64","1.6507"
"1041","cat","cat","6.64","1.977"
"1042","cook","cook","6.64","1.495"
"1043","corn","corn","6.64","1.1563"
"1044","deposits","deposits","6.64","1.4107"
"1045","expert","expert","6.64","1.3211"
"1046","high","high","6.64","1.2081"
"1047","holy","holy","6.64","1.7815"
"1048","invite","invite","6.64","1.4251"
"1049","leading","leading","6.64","1.5086"
"1050","photographer","photographer","6.64","1.2898"
"1051","picture","picture","6.64","1.3056"
"1052","promising","promising","6.64","1.1205"
"1053","recover","recover","6.64","1.6258"
"1054","recovered","recovered","6.64","1.3211"
"1055","recovery","recovery","6.64","1.495"
"1056","salad","salad","6.64","1.7114"
"1057","shops","shops","6.64","1.2415"
"1058","solutions","solutions","6.64","1.3815"
"1059","sparks","sparks","6.64","1.3056"
"1060","sport","sport","6.64","1.6874"
"1061","supreme","supreme","6.64","1.3365"
"1062","theaters","theaters","6.64","1.663"
"1063","tunes","tunes","6.64","1.3815"
"1064","unite","unite","6.64","1.1911"
"1065","volunteers","volunteers","6.64","1.4813"
"1066","simplicity","simplicity","6.62","1.5246"
"1067","attained","attained","6.62","1.3981"
"1068","book's","book's","6.62","1.3686"
"1069","cameras","cameras","6.62","1.2919"
"1070","chatting","chatting","6.62","1.2436"
"1071","crown","crown","6.62","1.4693"
"1072","disney","disney","6.62","1.6646"
"1073","dresses","dresses","6.62","1.713"
"1074","heartfelt","heartfelt","6.62","1.8832"
"1075","homes","homes","6.62","1.2436"
"1076","husband","husband","6.62","1.7484"
"1077","immortal","immortal","6.62","1.6523"
"1078","invest","invest","6.62","1.028"
"1079","kitty","kitty","6.62","1.8614"
"1080","offer","offer","6.62","1.028"
"1081","organized","organized","6.62","1.2436"
"1082","performances","performances","6.62","1.3686"
"1083","perfume","perfume","6.62","1.6149"
"1084","pray","pray","6.62","1.968"
"1085","rescue","rescue","6.62","1.6646"
"1086","restaurants","restaurants","6.62","1.783"
