,all tokens,in hedo,scores,not in hedo,category,weights,happy category,all_ind,Big4,normed mean happiness,gender category
AManIsAlwaysEager,"['A', 'Man', 'Is', 'Always', 'Eager']","['always', 'eager']","[6.48, 6.54]","['a', 'man', 'is']",,"[1, 1]",happy,"['BloodKnight', 'DoubleStandard', 'FairForItsDay', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'MasculineGirlFeminineBoy', 'MenAreTough', 'MistakenForGay', 'SexTropes', 'StalkerWithACrush', 'Stereotype', 'TropesAboutPerverts', 'UndeadHorseTrope', 'TheUnfairSex', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",6.51,male
GiveTheBabyAFather,"['Give', 'The', 'Baby', 'A', 'Father']","['give', 'baby', 'father']","[6.54, 7.28, 7.06]","['the', 'a']",TopicalTropes,"[1, 2, 2]",happy,"['BabiesBabiesEverywhere', 'ForgottenTrope', 'MarriageOfConvenience', 'TheParentTrope', 'PaternityTropes', 'PregnancyTropes', 'WomenAreDelicate']",['TopicalTropes'],6.96,male
HighClassCallGirl,"['High', 'Class', 'Call', 'Girl']","['high', 'girl']","[6.64, 7.0]","['class', 'call']",TopicalTropes,"[1, 2]",happy,"['AlwaysFemale', 'AnimalMotifs', 'BeautyEqualsGoodness', 'BigFancyHouse', 'DanBrowned', 'DrugsAreBad', 'FemininityTropes', 'FishOutOfTemporalWater', 'HasAType', 'HaveAGayOldTime', 'LaserGuidedKarma', 'MarshmallowHell', 'TheOldestProfession', 'RaceFetish', 'RegencyEngland', 'RichPeople', 'StarCrossedLovers', 'TropesAboutPerverts', 'VisualKei', 'WebSerialNovel', 'WorstNewsJudgmentEver']",['TopicalTropes'],6.82,female
QuirkyGirlQuirkyTux,"['Quirky', 'Girl', 'Quirky', 'Tux']",['girl'],[7.0],"['quirky', 'quirky', 'tux']",,[2],happy,"['AlwaysFemale', 'CostumeTropes', 'MeaningfulAppearance']",[],7.0,female
PrincessClassic,"['Princess', 'Classic']","['princess', 'classic']","[7.08, 6.58]",[],,"[2, 1]",happy,"['AlwaysFemale', 'ArchetypalCharacter', 'CharacterExaggeration', 'ChronicHeroSyndrome', 'CrapsaccharineWorld', 'DamselInDistress', 'DeconstructedCharacterArchetype', 'DelicateIsBeautiful', 'DiscreditedTrope', 'DistaffCounterpart', 'EstablishingCharacterMoment', 'TheEvilPrince', 'ExpositoryHairstyles', 'FairytaleMotifs', 'FantasyCounterpartCulture', 'FemininityTropes', 'FishOutOfWater', 'FiveManBand', 'GenderDynamicsIndex', 'GirlyGirl', 'LadyOfWar', 'LongHairIsFeminine', 'LoveDodecahedron', 'MeaningfulTitles', 'ObliviousToLove', 'OlderThanRadio', 'OutOfFocus', 'PimpedOutDress', 'ThePollyanna', 'PrincessTropes', 'PurityPersonified', 'Reconstruction', 'ReligionTropes', 'RootingForTheEmpire', 'SignificantWardrobeShift', 'UnbuiltTrope', 'WomenAreDelicate', 'YamatoNadeshiko']","['NarrativeTropes', 'TopicalTropes']",6.83,female
SaveThePrincess,"['Save', 'The', 'Princess']","['save', 'princess']","[6.54, 7.08]",['the'],,"[1, 2]",happy,"['AllJustADream', 'AllThereInTheManual', 'DamselInDistress', 'DeadHorseTrope', 'ExcusePlot', 'FairyTaleTropes', 'GarnishingTheStory', 'TheHero', 'IHaveYourIndex', 'InteractiveComic', 'Jossed', 'NiceJobBreakingItHero', 'Plots', 'PrincessTropes', 'RuleOfFun', 'SpaceOpera', 'VideoGameTropes', 'WomenAreDelicate', 'YourPrincessIsInAnotherCastle']","['GenreTropes', 'MediaTropes', 'NarrativeTropes']",6.81,female
MagicalGirlfriend,"['Magical', 'Girlfriend']","['magical', 'girlfriend']","[7.38, 7.04]",[],,"[2, 2]",happy,"['AlwaysFemale', 'AmazonChaser', 'AnimeGenres', 'ArcFatigue', 'CharactersAsDevice', 'ContemptibleCover', 'CoolSword', 'CosmicHorrorStory', 'DeconstructorFleet', 'DemonicPossession', 'Ecchi', 'HaremGenre', 'HorrorWebcomics', 'InterracialAndInterspeciesLoveIndex', 'InterspeciesRomance', 'LoveAtFirstSight', 'LoveInterests', 'MagicalMinorityPerson', 'MenAreTough', 'OlderThanFeudalism', 'PurityPersonified', 'ReplacementGoldfish', 'RoaringRampageOfRevenge', 'ShoujoDemographic', 'ShrinkingViolet', 'SignatureStyle', 'VindicatedByHistory', 'TheWikiRule', 'WishFulfillment', 'WomenAreDelicate', 'YamatoNadeshiko']","['NarrativeTropes', 'TopicalTropes']",7.21,female
FemaleMonsterSurprise,"['Female', 'Monster', 'Surprise']","['female', 'monster', 'surprise']","[6.88, 3.46, 7.42]",[],TopicalTropes,"[2, -2, 2]",happy,"['AlwaysFemale', 'GenderReveal', 'IndexOfFictionalCreatures', 'SamusIsAGirl', 'ViewerGenderConfusion', 'WeCanRuleTogether']",['TopicalTropes'],5.92,female
LineageComesFromTheFather,"['Lineage', 'Comes', 'From', 'The', 'Father']",['father'],[7.06],"['lineage', 'comes', 'from', 'the']",NarrativeTropes,[2],happy,"['AcceptableFeminineGoalsAndTraits', 'DoubleStandard', 'GenderDynamicsIndex', 'HalfHumanHybrid', 'LukeIAmYourFather', 'MenAreTough', 'MixedAncestry', 'TheParentTrope', 'WomenAreDelicate']",['NarrativeTropes'],7.06,male
MotherNature,"['Mother', 'Nature']","['mother', 'nature']","[7.68, 7.24]",[],,"[2, 2]",happy,"['BeastMan', 'BigGood', 'CharactersAsDevice', 'CosmicEntity', 'FantasyPantheon', 'OurGodsAreDifferent', 'PettingZooPeople', 'SadlyMythtaken', 'SlidingScaleOfAnthropomorphism', 'StockGods', 'SuperWeight', 'TropesOfNature', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",7.46,female
PinkGirlBlueBoy,"['Pink', 'Girl', 'Blue', 'Boy']",['girl'],[7.0],"['pink', 'blue', 'boy']",,[2],happy,"['CharacteristicClothingColors', 'ClothingReflectsPersonality', 'ColourCodedForYourConvenience', 'DuoTropes', 'Ensembles', 'ForgottenTrope', 'GenderAndSexualityTropes', 'MasculineGirlFeminineBoy', 'MenAreTough', 'MixAndMatchCritters', 'NewerThanTheyThink', 'PinkMeansFeminine', 'PinkTropes', 'RealMenWearPink', 'RedIndexBlueIndex', 'RedOniBlueOni', 'SissyVillain', 'YouGottaHaveBlueHair']","['NarrativeTropes', 'TopicalTropes']",7.0,
AlwaysFemale,"['Always', 'Female']","['always', 'female']","[6.48, 6.88]",[],,"[1, 2]",happy,"['AbhorrentAdmirer', 'AgeGapRomance', 'AlphaBitch', 'AlwaysChaoticEvil', 'AlwaysMale', 'BizarreAlienReproduction', 'Characters', 'CharactersAndCasting', 'CuteBruiser', 'CuteMonsterGirl', 'DamselInDistress', 'DistaffCounterpart', 'DoubleStandard', 'ForgottenTrope', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'HairMetal', 'IceQueen', 'ListOfBadassTropes', 'LivingApart', 'LongHairIsFeminine', 'MarshmallowHell', 'NothingIsScarier', 'ObfuscatingStupidity', 'PregnancyTropes', 'PunctuatedForEmphasis', 'RankInflation', 'SamusIsAGirl', 'ScareEmStraight', 'TheShutIn', 'SingleWomanSeeksGoodMan', 'SquarePegRoundTrope', 'StepfordSmiler', 'Stereotype', 'StockCharacters', 'StuffedIntoTheFridge', 'ThisIndexIsABitch', 'ThisIndexIsNotAnExample', 'TimeManagementGame', 'TurnBasedTactics', 'UnisexTropes', 'WomenAreDelicate', 'Yandere', 'Youkai']","['NarrativeTropes', 'TopicalTropes']",6.68,female
AwesomeDearBoy,"['Awesome', 'Dear', 'Boy']","['awesome', 'dear']","[7.6, 6.94]",['boy'],NarrativeTropes,"[2, 2]",happy,"['CelebrityVoiceActor', 'CharactersAndCasting', 'ChristmasTropes', 'DoingItForTheArt', 'RockOperas', 'SoMyKidsCanWatch', 'Trivia']",['NarrativeTropes'],7.27,male
YesMan,"['Yes', 'Man']",['yes'],[6.74],['man'],,[1],happy,"['BritishFilms', 'CelebrityVoiceActor', 'CharactersAsDevice', 'ComedicReliefCharacters', 'ComplimentTropes', 'CulturalTranslation', 'CursedWithAwesome', 'DeconstructorFleet', 'DontExplainTheJoke', 'EvilCannotComprehendGood', 'FilmsOf20052009', 'HumiliationConga', 'LeftTheBackgroundMusicOn', 'LetsGetDangerous', 'LoyaltyTropes', 'NonFictionLiterature', 'RememberTheNewGuy', 'SarcasticConfession', 'SequenceBreaking', 'ServantTropes', 'Sidekick', 'TheSociopath', 'StarCrossedLovers', 'TheStarscream', 'StockAesops', 'StupidEvil', 'TakeOurWordForIt', 'UndyingLoyalty', 'WellDoneSonGuy', 'YankTheDogsChain']","['NarrativeTropes', 'TopicalTropes']",6.74,male
MarsNeedsWomen,"['Mars', 'Needs', 'Women']",['women'],[7.12],"['mars', 'needs']",,[2],happy,"['AlienTropes', 'AlwaysChaoticEvil', 'ApocalypticLog', 'BMovie', 'ChosenConceptionPartner', 'DiscreditedTrope', 'DoubleStandard', 'GiveGeeksAChance', 'HalfHumanHybrid', 'InterracialAndInterspeciesLoveIndex', 'InterspeciesRomance', 'NightmareFuel', 'ParanormalRomance', 'PragmaticVillainy', 'SexTropes', 'SpeculativeFictionTropes', 'TheseAreThingsManWasNotMeantToKnow', 'ThisIndexEarth', 'WomenAreDelicate']","['GenreTropes', 'TopicalTropes']",7.12,female
CallingTheOldManOut,"['Calling', 'The', 'Old', 'Man', 'Out']",['old'],[3.98],"['calling', 'the', 'man', 'out']",TopicalTropes,[-1],not happy,"['AbusiveParents', 'AlwaysChaoticEvil', 'AndThenWhat', 'AngerTropes', 'BlameTropes', 'BreatherEpisode', 'ChewingTheScenery', 'CruelMercy', 'DeconstructionFic', 'TheEndOfTheWorldAsWeKnowIt', 'HappilyAdopted', 'HeWhoFightsMonsters', 'InsultTropes', 'LockedOutOfTheLoop', 'MoralityChain', 'OffingTheOffspring', 'OlderThanDirt', 'OverdosedTropes', 'ParentalIssues', 'ProtagonistCenteredMorality', 'ReallySevenHundredYearsOld', 'TheReasonYouSuckSpeech', 'RebukeTropes', 'ScrewTheRulesImDoingWhatsRight', 'TeenPregnancy', 'ThanatosGambit', 'ThickerThanWater', 'TropesToCope', 'UnisexTropes', 'WeCanRuleTogether', 'WellDoneSonGuy', 'WhatTheHellHero', 'WorldOfCardboardSpeech', 'YankTheDogsChain']",['TopicalTropes'],3.98,male
InnocentFanserviceGirl,"['Innocent', 'Fanservice', 'Girl']",['girl'],[7.0],"['innocent', 'fanservice']",,[2],happy,"['ACupAngst', 'AuthorAppeal', 'BeastMan', 'BestKnownForTheFanservice', 'BodyImageTropes', 'CharactersAsDevice', 'CuteMonsterGirl', 'DistractedByTheSexy', 'EmbellishedWebcomics', 'EuropeansAreKinky', 'Fanservice', 'FanserviceCharacters', 'GenderBender', 'IncestSubtext', 'LoveInterests', 'MrFanservice', 'MsFanservice', 'NakedPeopleAreFunny', 'NoNudityTaboo', 'NudityTropes', 'PettingZooPeople', 'PragmaticAdaptation', 'SliceOfLifeWebcomics', 'SlidingScaleOfCharacterAppreciation', 'Stripperiffic', 'TropesOfInnocence']","['NarrativeTropes', 'TopicalTropes']",7.0,female
MistressAndServantBoy,"['Mistress', 'And', 'Servant', 'Boy']",['servant'],[4.08],"['mistress', 'and', 'boy']",,[-1],not happy,"['AlwaysFemale', 'AuthorityTropes', 'DuoTropes', 'Ensembles', 'HappinessInSlavery', 'IndexOfRomanticCouples', 'LackOfEmpathy', 'MenAreTough', 'MissionControl', 'ServantTropes', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",4.08,
BigBeautifulWoman,"['Big', 'Beautiful', 'Woman']","['beautiful', 'woman']","[7.92, 6.84]",['big'],,"[3, 1]",happy,"['AbhorrentAdmirer', 'AlwaysFemale', 'Analysis', 'AttractionToOutliers', 'AttractionTropes', 'TheBeautifulTropes', 'BeautyEqualsGoodness', 'BestKnownForTheFanservice', 'BigEater', 'BiggerIsBetter', 'CharactersAsDevice', 'ChickMagnet', 'CuteMonsterGirl', 'DistaffCounterpart', 'EvilIsSexy', 'ExactWords', 'Fanservice', 'FatBastard', 'GenderAndSexualityTropes', 'GiveGeeksAChance', 'HasAType', 'HighFatIndex', 'JustForPun', 'MarshmallowHell', 'NakedPeopleAreFunny', 'OlderThanSteam', 'Opera', 'Soul', 'WhyFandomCantHaveNiceThings']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.38,female
MotherNatureFatherScience,"['Mother', 'Nature', 'Father', 'Science']","['mother', 'nature', 'father', 'science']","[7.68, 7.24, 7.06, 6.86]",[],,"[2, 2, 2, 1]",happy,"['DoubleStandard', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'HarmonyVersusDiscipline', 'MenAreTough', 'RomanticismVersusEnlightenment', 'StockGods', 'Tomboy', 'TropesOfNature', 'TropesOnScienceAndUnscience', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",7.21,
ScaryBlackMan,"['Scary', 'Black', 'Man']",['scary'],[2.58],"['black', 'man']",,[-3],not happy,"['AdaptationDecay', 'AlwaysMale', 'BaitAndSwitch', 'TheBigGuy', 'BlackIndex', 'Blaxploitation', 'CharactersAsDevice', 'CoolOldGuy', 'DesignatedHero', 'DisposingOfABody', 'DistaffCounterpart', 'DoomyDoomsOfDoom', 'DracoInLeatherPants', 'DragQueen', 'EvilIsCool', 'EvilRaceTropes', 'FaceOfAThug', 'FairForItsDay', 'FiveManBand', 'FluffyTheTerrible', 'GroceryStoreEpisode', 'HopeSpot', 'IHaveManyNames', 'InformedAbility', 'JackBauerInterrogationTechnique', 'ListOfBadassTropes', 'MadeOfIron', 'MasculinityTropes', 'NationalStereotypes', 'OffingTheOffspring', 'TheOnlyOneAllowedToDefeatYou', 'OverdosedTropes', 'PlanetOfHats', 'RaceTropes', 'RescuedFromTheScrappyHeap', 'RonTheDeathEater', 'ShapedLikeItself', 'SoBadItsGood', 'SquarePegRoundTrope', 'StealthHiBye', 'ThoseTwoGuys', 'UnfortunateImplications', 'Villains', 'VocalDissonance', 'WhatTheHellIsThatAccent']","['NarrativeTropes', 'TopicalTropes']",2.58,male
GirlyGirlWithATomboyStreak,"['Girly', 'Girl', 'With', 'A', 'Tomboy', 'Streak']",['girl'],[7.0],"['girly', 'with', 'a', 'tomboy', 'streak']",TopicalTropes,[2],happy,"['AlwaysFemale', 'BecomingTheMask', 'ContrastingSequelMainCharacter', 'DistaffCounterpart', 'FemininityTropes', 'GirlyGirl', 'MasculineGirlFeminineBoy', 'MoreThanMeetsTheEye', 'RealMenWearPink', 'Tomboy', 'TomboyAndGirlyGirl', 'WomenAreDelicate', 'Yandere']",['TopicalTropes'],7.0,female
HenpeckedHusband,"['Henpecked', 'Husband']",['husband'],[6.62],['henpecked'],,[1],happy,"['AbuseTropes', 'AlphaBitch', 'AlwaysMale', 'BrattyHalfPint', 'CharactersAsDevice', 'CynicismTropes', 'DeathGlare', 'DeconstructorFleet', 'DesignatedVillain', 'DiscreditedTrope', 'DomesticAbuse', 'DoubleStandard', 'DoubleStandardAbuseFemaleOnMale', 'DysfunctionalFamilyIndex', 'LotusEaterMachine', 'MarriageTropes', 'MemeticMolester', 'MenActWomenAre', 'MenAreTough', 'SitcomTropes', 'StayInTheKitchen', 'TakenForGranite', 'ThisIndexIsNotAnExample', 'UnintentionalPeriodPiece', 'WomanlinessAsPathos']","['NarrativeTropes', 'TopicalTropes']",6.62,male
JewishMother,"['Jewish', 'Mother']",['mother'],[7.68],['jewish'],,[2],happy,"['ANiceJewishIndex', 'AlwaysFemale', 'BizarreAlienReproduction', 'CharactersAsDevice', 'CulturalTranslation', 'HappilyAdopted', 'NationalStereotypes', 'NiceGuy', 'TheParentTrope', 'StockCharacters', 'ThisIndexIsAJoke', 'WellDoneSonGuy']","['NarrativeTropes', 'TopicalTropes']",7.68,female
GirlInABox,"['Girl', 'In', 'A', 'Box']",['girl'],[7.0],"['in', 'a', 'box']",TopicalTropes,[2],happy,"['AlwaysFemale', 'BoxTropes', 'ContrastingSequelMainCharacter', 'DistressedDude', 'HumanPopsicle', 'PoweredByAForsakenChild', 'WomanlinessAsPathos']",['TopicalTropes'],7.0,female
TheMenFirst,"['The', 'Men', 'First']",['first'],[6.82],"['the', 'men']",,[1],happy,"['AFatherToHisMen', 'DeconstructionFic', 'FallenHero', 'GoodnessTropes', 'MilitaryAndWarfareTropes', 'MoralityTropes', 'SelflessnessTropes', 'SlidingScaleOfLeadershipResponsibility', 'StockPhrases', 'WeHaveReserves']","['GenreTropes', 'TopicalTropes']",6.82,male
MagicalGirlGenreDeconstruction,"['Magical', 'Girl', 'Genre', 'Deconstruction']","['magical', 'girl']","[7.38, 7.0]","['genre', 'deconstruction']",,"[2, 2]",happy,"['AnimeGenres', 'Capepunk', 'DeconstructedTrope', 'Deconstruction', 'GenreDeconstruction', 'MagicalGirlTropes', 'TheNewestOnesInTheBook', 'NinetiesAntiHero', 'SubvertedKidsShow', 'UndeadHorseTrope']",[],7.19,female
HystericalWoman,"['Hysterical', 'Woman']",['woman'],[6.84],['hysterical'],NarrativeTropes,[1],happy,"['AlwaysFemale', 'DeliberateValuesDissonance', 'DiscreditedTrope', 'DoubleStandard', 'GenderDynamicsIndex', 'GetAHoldOfYourselfMan', 'IndexOfGothicHorrorTropes', 'ScienceMarchesOn', 'SexIsEvil', 'WomanlinessAsPathos', 'WomenAreDelicate']",['NarrativeTropes'],6.84,female
SlimeGirl,"['Slime', 'Girl']",['girl'],[7.0],['slime'],TopicalTropes,[2],happy,"['BizarreAlienBiology', 'CuteMonsterGirl', 'DoesNotLikeShoes', 'FaceMonsterTurn', 'FantasticSapientSpeciesTropes', 'IndexOfFictionalCreatures', 'UnusualEars']",['TopicalTropes'],7.0,female
LonelyDollGirl,"['Lonely', 'Doll', 'Girl']","['lonely', 'girl']","[2.86, 7.0]",['doll'],,"[-3, 2]",not happy,"['AlwaysFemale', 'CharactersAsDevice', 'DollsAndPuppetsTropes', 'SolitaryTropes', 'WomanlinessAsPathos', 'WomenAreDelicate', 'Youngsters']","['NarrativeTropes', 'TopicalTropes']",4.93,female
AllTheGoodMenAreGay,"['All', 'The', 'Good', 'Men', 'Are', 'Gay']",['good'],[7.2],"['all', 'the', 'men', 'are', 'gay']",,[2],happy,"['Analysis', 'DiscreditedTrope', 'DoubleStandard', 'MenAreTough', 'QueerAsTropes']",[],7.2,male
UnderstandingBoyfriend,"['Understanding', 'Boyfriend']",['understanding'],[6.84],['boyfriend'],,[1],happy,"['ADayInTheLimelight', 'AlwaysMale', 'DistaffCounterpart', 'ExampleAsAThesis', 'LoveInterests', 'LoveTropes', 'MasculineGirlFeminineBoy', 'MenAreTough', 'SingleWomanSeeksGoodMan', 'WomenAreDelicate']","['GenreTropes', 'TopicalTropes']",6.84,male
UncannyValleyGirl,"['Uncanny', 'Valley', 'Girl']",['girl'],[7.0],"['uncanny', 'valley']",,[2],happy,"['AlwaysFemale', 'EvilGloating', 'HasTwoMommies', 'HiddenEvil', 'JustForPun', 'MadnessTropes', 'NightmareFuelStationAttendant', 'ShrinkingViolet', 'SpriteComic', 'StarCrossedLovers', 'StepfordSmiler', 'ThisIndexIsABitch', 'Villains', 'WomanlinessAsPathos', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",7.0,female
FauxActionGirl,"['Faux', 'Action', 'Girl']",['girl'],[7.0],"['faux', 'action']",,[2],happy,"['ActionGirl', 'AdaptationalWimp', 'AlwaysFemale', 'BestKnownForTheFanservice', 'BoundAndGagged', 'CoversAlwaysLie', 'DaintyCombat', 'DamselInDistress', 'DeadHorseTrope', 'DistaffCounterpart', 'DistressedDude', 'DoubleStandard', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'HeroTropes', 'Heroes', 'HopelessBossFight', 'InfauxmationDesk', 'InformedAbility', 'InformedAttribute', 'ListOfBadassTropes', 'MartialArtsMovie', 'MasculineGirlFeminineBoy', 'PaperTiger', 'PlotCoupon', 'PlotHole', 'RealityIsUnrealistic', 'RomanceNovelTropes', 'SeasonalRot', 'ShowDontTell', 'TheSmurfettePrinciple', 'SquarePegRoundTrope', 'StayInTheKitchen', 'StuffedIntoTheFridge', 'ThisIndexIsUseless', 'ThrowTheDogABone', 'UnbuiltTrope', 'VoodooShark', 'WeaknessTropes', 'WomenAreDelicate', 'TheWorfEffect', 'WritingPitfallIndex']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.0,female
FeminineWomenCanCook,"['Feminine', 'Women', 'Can', 'Cook']","['women', 'cook']","[7.12, 6.64]","['feminine', 'can']",,"[2, 1]",happy,"['AcceptableFeminineGoalsAndTraits', 'AlwaysFemale', 'Analysis', 'DistaffCounterpart', 'DoubleStandard', 'FairyTaleTropes', 'FemininityTropes', 'FiveManBand', 'FoodTropes', 'GenderDynamicsIndex', 'GirlyGirl', 'InTouchWithHisFeminineSide', 'LethalChef', 'MemeticPersonalityChange', 'MenAreTough', 'PinkMeansFeminine', 'RealMenWearPink', 'Stereotype', 'Tomboy', 'WomenAreDelicate', 'YamatoNadeshiko']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",6.88,female
YouKilledMyFather,"['You', 'Killed', 'My', 'Father']","['killed', 'father']","[1.56, 7.06]","['you', 'my']",,"[-4, 2]",not happy,"['AdaptationExpansion', 'AdaptationalJerkass', 'AlternateIdentityAmnesia', 'ArchEnemy', 'CainAndAbel', 'CallingTheOldManOut', 'CerebusSyndrome', 'CluelessChickMagnet', 'ContinuityLockOut', 'ContrastingSequelMainCharacter', 'CorruptCorporateExecutive', 'CruelMercy', 'DeconstructionFic', 'DepartmentOfRedundancyDepartment', 'DisappearedDad', 'DisneyVillainDeath', 'DivergentCharacterEvolution', 'TheEighties', 'FixFic', 'GambitRoulette', 'GreaterScopeVillain', 'HeartbrokenBadass', 'HeelRealization', 'HumansAreTheRealMonsters', 'IJustWantToBeNormal', 'IKnowYourTrueName', 'ItsPersonal', 'JokerImmunity', 'LackOfEmpathy', 'LukeIAmYourFather', 'NarrativeDevices', 'NewerThanTheyThink', 'OffingTheOffspring', 'OlderThanDirt', 'TheOnlyOneAllowedToDefeatYou', 'OutOfFocus', 'OverdosedTropes', 'TheParentTrope', 'PreMortemOneLiner', 'TheReveal', 'RevealShot', 'Revenge', 'RevengeTropes', 'SequelHook', 'TheStarscream', 'StealthHiBye', 'StockPhrases', 'TakingYouWithMe', 'ThanatosGambit', 'ThickerThanWater', 'ThisIndexIsNotAnExample', 'ThreateningTropes', 'TokusatsuTropes', 'TropeNamers', 'TheUnfought', 'UnisexTropes', 'VillainBall', 'WeCanRuleTogether', 'YouHaveOutlivedYourUsefulness']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",4.31,male
PassionateSportsGirl,"['Passionate', 'Sports', 'Girl']","['passionate', 'girl']","[7.24, 7.0]",['sports'],GenreTropes,"[2, 2]",happy,"['AllLoveIsUnrequited', 'AlwaysFemale', 'DivergentCharacterEvolution', 'HasTwoMommies', 'IWantMyBelovedToBeHappy', 'MasculineGirlFeminineBoy', 'MasculinityTropes', 'MixedAncestry', 'ShipMates', 'ShowingUpChauvinists', 'SportsStoryTropes', 'Tomboy', 'TomboyAndGirlyGirl', 'WomenAreDelicate']",['GenreTropes'],7.12,female
JunglePrincess,"['Jungle', 'Princess']",['princess'],[7.08],['jungle'],,[2],happy,"['ActionGirl', 'AllJustADream', 'AlwaysFemale', 'CharactersAsDevice', 'DoesNotLikeShoes', 'HumanoidAbomination', 'LoveInterests', 'PrincessTropes', 'SolitaryTropes', 'SpeculativeFictionTropes', 'TropesOfNature', 'TropesOfTheJungle']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.08,female
GranolaGirl,"['Granola', 'Girl']",['girl'],[7.0],['granola'],,[2],happy,"['AlwaysFemale', 'BadassFamily', 'CharactersAsDevice', 'ChristmasEpisode', 'Cloudcuckoolander', 'DarkReprise', 'DeadHorseTrope', 'DeconstructorFleet', 'DisposingOfABody', 'DivergentCharacterEvolution', 'DoesNotLikeShoes', 'EvilCounterpart', 'FishOutOfTemporalWater', 'Flanderization', 'GiveGeeksAChance', 'HarmonyVersusDiscipline', 'HippieIndex', 'HorrorWebcomics', 'IvyLeagueForEveryone', 'KnightInShiningTropes', 'NarmCharm', 'TheNewTens', 'PlanetOfHats', 'ThePollyanna', 'RonTheDeathEater', 'TheScrappy', 'TheSeventies', 'TheSixties', 'SpannerInTheWorks', 'TomboyAndGirlyGirl', 'TropesOfNature', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",7.0,female
RealMenHateSugar,"['Real', 'Men', 'Hate', 'Sugar']","['real', 'hate', 'sugar']","[6.78, 2.34, 6.74]",['men'],,"[1, -3, 1]",not happy,"['FoodAsCharacterization', 'FoodTropes', 'GenderAndSexualityTropes', 'GenderDynamicsIndex', 'MasculineGirlFeminineBoy', 'MasculinityTropes', 'MenAreTough', 'SweetTreatsIndex', 'TastesLikeDiabetes']","['NarrativeTropes', 'TopicalTropes']",5.29,male
WouldHitAGirl,"['Would', 'Hit', 'A', 'Girl']",['girl'],[7.0],"['would', 'hit', 'a']",,[2],happy,"['AbuseTropes', 'AlwaysMale', 'CharacterFlawIndex', 'Corpsing', 'CynicismTropes', 'DeliberateValuesDissonance', 'DistaffCounterpart', 'DoubleStandardAbuseFemaleOnMale', 'DudeNotFunny', 'FightingGameTropes', 'GetAHoldOfYourselfMan', 'GilliganCut', 'ItsPersonal', 'TheJerkIndex', 'MenAreTough', 'MoralEventHorizon', 'MoralityTropes', 'NightmareFuel', 'NobleDemon', 'OverdosedTropes', 'ShowingUpChauvinists', 'SlidingScaleOfAntagonistVileness', 'TokusatsuTropes', 'UnexpectedGameplayChange', 'TheUnfairSex', 'ViolenceTropes']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.0,female
MotherMakesYouKing,"['Mother', 'Makes', 'You', 'King']",['mother'],[7.68],"['makes', 'you', 'king']",TopicalTropes,[2],happy,"['TheEvilPrince', 'TheParentTrope', 'RoyaltyAndNobilityTropes']",['TopicalTropes'],7.68,female
GoGetterGirl,"['Go', 'Getter', 'Girl']",['girl'],[7.0],"['go', 'getter']",,[2],happy,"['APoliteIndex', 'AlwaysFemale', 'AuthorityTropes', 'ExtraversionTropes', 'GenderDynamicsIndex', 'GiveGeeksAChance', 'SchoolTropes', 'Tomboy', 'WereStillRelevantDammit', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",7.0,female
SharkMan,"['Shark', 'Man']",['shark'],[4.14],['man'],TopicalTropes,[-1],not happy,"['AnimalAnthropomorphismTropes', 'AquaticAnimalTropes', 'BeastMan', 'HumanResources', 'MerTropes', 'MermaidMedia', 'MonstrousHumanoid', 'PettingZooPeople', 'TheseTropesAreFishy']",['TopicalTropes'],4.14,male
MenAreBetterThanWomen,"['Men', 'Are', 'Better', 'Than', 'Women']","['better', 'women']","[7.0, 7.12]","['men', 'are', 'than']",,"[2, 2]",happy,"['DistaffCounterpart', 'EvolvingTrope', 'GenderAndSexualityTropes', 'MenAreTough', 'ShowingUpChauvinists', 'WomanlinessAsPathos', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",7.06,
DesignatedGirlFight,"['Designated', 'Girl', 'Fight']","['girl', 'fight']","[7.0, 2.7]",['designated'],,"[2, -3]",not happy,"['ACupAngst', 'ActionGirl', 'BigWordShout', 'DaintyCombat', 'DoubleStandard', 'FightScene', 'MiniGame', 'TheNewTens', 'TheNineties', 'WomanlinessAsPathos', 'WouldHitAGirl']",[],4.85,female
